,tweet_id,source,text,expanded_urls,rating_numerator,rating_denominator,name,dogs_stage,year,month,day,url,favorite_count,retweet_count,jpg_url,dog_type,confidence
10,667509364010450944,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles ,https://twitter.com/dog_rates/status/667509364010450944/photo/1,12,10,Tickles,,2015,11,20,https://t.co/0aDF62KVP7,6478.0,2016.0,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,beagle,0.636169
11,667517642048163840,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s ,https://twitter.com/dog_rates/status/667517642048163840/photo/1,8,10,Dook,,2015,11,20,https://t.co/fh5KflzBR0,351.0,181.0,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,0.125176
12,667524857454854144,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup ,https://twitter.com/dog_rates/status/667524857454854144/photo/1,12,10,Big Jumpy Rat,,2015,11,20,https://t.co/seESNzgsdm,1614.0,1060.0,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,Chesapeake_Bay_retriever,0.08812239999999999
13,667530908589760512,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 ",https://twitter.com/dog_rates/status/667530908589760512/photo/1,10,10,Naphaniel,,2015,11,20,https://t.co/xoRWyQTcmy,445.0,224.0,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever,0.633037
14,667534815156183040,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 ",https://twitter.com/dog_rates/status/667534815156183040/photo/1,8,10,Frank,,2015,11,20,https://t.co/CpPxD28IpV,779.0,495.0,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,0.435254
15,667538891197542400,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 ",https://twitter.com/dog_rates/status/667538891197542400/photo/1,9,10,,,2015,11,20,https://t.co/IQTOMqDUIe,194.0,61.0,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,Yorkshire_terrier,0.618957
16,667544320556335104,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 ",https://twitter.com/dog_rates/status/667544320556335104/photo/1,10,10,Kial,,2015,11,20,https://t.co/8zcwIoiuqR,819.0,499.0,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,0.412893
17,667546741521195010,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 ,https://twitter.com/dog_rates/status/667546741521195010/photo/1,9,10,George,,2015,11,20,https://t.co/afRtVsoIIb,325.0,116.0,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle,0.787424
18,667549055577362432,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 ,https://twitter.com/dog_rates/status/667549055577362432/photo/1,1,10,,,2015,11,20,https://t.co/i9iSGNn3fx,5502.0,2140.0,,,
19,667724302356258817,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 ,https://twitter.com/dog_rates/status/667724302356258817/photo/1,7,10,,,2015,11,20,https://t.co/0nIxPTDWAZ,460.0,306.0,,,
20,667728196545200128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 ,https://twitter.com/dog_rates/status/667728196545200128/photo/1,11,10,Olive,,2015,11,20,https://t.co/LwrCwlWwPB,364.0,143.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,0.360159
21,667766675769573376,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af ,https://twitter.com/dog_rates/status/667766675769573376/photo/1,9,10,Calvin,,2015,11,20,https://t.co/3Bbba7y8Xe,420.0,204.0,,,
22,667773195014021121,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 ,https://twitter.com/dog_rates/status/667773195014021121/photo/1,8,10,,,2015,11,20,https://t.co/ZU0i0KJyqD,225.0,52.0,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,West_Highland_white_terrier,0.360465
23,667782464991965184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 ,https://twitter.com/dog_rates/status/667782464991965184/photo/1,9,10,,,2015,11,20,https://t.co/BY8nQAMz0x,396.0,234.0,,,
24,667793409583771648,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 ,https://twitter.com/dog_rates/status/667793409583771648/photo/1,8,10,,,2015,11,20,https://t.co/s1z7mX4c9O,673.0,312.0,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,dalmatian,0.5350729999999999
25,667801013445750784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMIGOD 12/10 ,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12,10,,,2015,11,20,https://t.co/SVMF4Frf1w,314.0,93.0,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,flat-coated_retriever,0.508392
26,667806454573760512,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Filup. He is overcome with joy after finally meeting his father. 10/10 ,https://twitter.com/dog_rates/status/667806454573760512/photo/1,10,10,Filup,,2015,11,20,https://t.co/TBmDJXJB75,1011.0,467.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,0.187155
27,667393430834667520,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 ,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8,10,Fwed,,2015,11,19,https://t.co/A37eGLz5WS,185.0,52.0,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,0.557009
28,667832474953625600,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable ",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12,10,,,2015,11,20,https://t.co/z1xPTgVLc7,284.0,59.0,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,miniature_pinscher,0.2142
29,667369227918143488,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 ,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10,10,,,2015,11,19,https://t.co/LEaviT37v1,348.0,153.0,,,
30,667200525029539841,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11,10,Joshwa,,2015,11,19,https://t.co/60xYFRATPZ,583.0,247.0,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,0.694904
31,666781792255496192,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 ,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10,10,,,2015,11,18,https://t.co/uEvsGLOFHa,364.0,179.0,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,Italian_greyhound,0.618316
32,666786068205871104,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 ,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2,10,,,2015,11,18,https://t.co/EIn5kElY1S,714.0,456.0,,,
33,666804364988780544,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 ,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,Jockson,,2015,11,18,https://t.co/RdKbAOEpDK,220.0,85.0,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,0.32879200000000003
34,666817836334096384,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 ,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,Jeph,,2015,11,18,https://t.co/8whlkYw3mO,487.0,236.0,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,0.496953
35,666826780179869698,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 simply brilliant pup ,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,,,2015,11,18,https://t.co/V6ZzG45zzG,241.0,87.0,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,Maltese_dog,0.359383
36,666835007768551424,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 ,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,Cupit,,2015,11,18,https://t.co/ZnEMHBsAs1,200.0,76.0,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,Airedale,0.448459
37,666837028449972224,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 ,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3,10,,,2015,11,18,https://t.co/xYGdBrMS9h,762.0,522.0,,,
38,666983947667116034,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever ,https://twitter.com/dog_rates/status/666983947667116034/photo/1,11,10,,,2015,11,18,https://t.co/cyDfaK8NBc,2424.0,926.0,,,
39,666996132027977728,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 ,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,Carll,,2015,11,18,https://t.co/SVpNbhaIMk,230.0,84.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,0.0624899
40,667012601033924608,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Klevin. He laughs a lot. Very cool dog. 9/10 ,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9,10,Klevin,,2015,11,18,https://t.co/bATAbPNv0m,424.0,211.0,,,
41,667044094246576128,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 gimme now ,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,,,2015,11,18,https://t.co/QZAnwgnOMB,175.0,46.0,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,golden_retriever,0.765266
42,667062181243039745,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 ,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,Keet,,2015,11,18,https://t.co/tz1lpuvXLA,209.0,49.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,0.825678
43,667065535570550784,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 ,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8,10,,,2015,11,18,https://t.co/7JdgVqDnvR,160.0,42.0,,,
44,667073648344346624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 ,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10,10,Dave,,2015,11,18,https://t.co/DPSamreuRq,377.0,112.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,0.483682
45,667090893657276420,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 ,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7,10,Clybe,,2015,11,18,https://t.co/Ks0jZtdIrr,315.0,118.0,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,0.959514
46,667119796878725120,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10,10,Gabe,,2015,11,18,https://t.co/3LZrJzg3BJ,316.0,123.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,0.741563
47,667138269671505920,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 ,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,,,2015,11,19,https://t.co/0DvHAMdA4V,4350.0,2064.0,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,West_Highland_white_terrier,0.747713
48,667152164079423490,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy ,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12,10,Pipsy,,2015,11,19,https://t.co/h9R0EwKd9X,45380.0,16006.0,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,0.535411
49,667160273090932737,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 ,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11,10,Bradlay,,2015,11,19,https://t.co/DKhgkMx4N1,245.0,60.0,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,0.471351
50,667165590075940865,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 ,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10,10,Churlie,,2015,11,19,https://t.co/li2XYBVuAY,2553.0,1065.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,0.140173
51,667171260800061440,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Kenneth. He likes Reese's Puffs. 10/10 ,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10,10,Kenneth,,2015,11,19,https://t.co/6RHNRsByOY,210.0,79.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,0.8412649999999999
52,667174963120574464,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 ",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9,10,Clarence,,2015,11,19,https://t.co/fGDWgukcBs,233.0,74.0,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,0.266437
53,667176164155375616,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable ,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4,10,,,2015,11,19,https://t.co/PZxSarAfSN,582.0,432.0,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,soft-coated_wheaten_terrier,0.318981
54,667177989038297088,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 ,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8,10,,,2015,11,19,https://t.co/jpaeu6LNmW,183.0,51.0,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,vizsla,0.25924899999999995
55,667182792070062081,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 ,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,Timison,,2015,11,19,https://t.co/s2yYuHabWl,13603.0,5836.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,0.949892
56,667188689915760640,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog ,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10,10,,,2015,11,19,https://t.co/8uCMwS9CbV,711.0,378.0,,,
57,667192066997374976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 ,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12,10,,,2015,11,19,https://t.co/QCugm5ydl6,364.0,93.0,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,Rottweiler,0.28364
58,667211855547486208,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 ,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9,10,Genevieve,,2015,11,19,https://t.co/azEoGqVonH,463.0,225.0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,0.462556
59,667861340749471744,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 ,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9,10,,,2015,11,21,https://t.co/J4GnJ5Swba,234.0,74.0,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,malamute,0.967275
60,667866724293877760,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy ,https://twitter.com/dog_rates/status/667866724293877760/photo/1,10,10,Shaggy,,2015,11,21,https://t.co/SBmWbfAg6X,2895.0,979.0,,,
61,667873844930215936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 ,https://twitter.com/dog_rates/status/667873844930215936/photo/1,10,10,,,2015,11,21,https://t.co/ODqrL3zXYE,598.0,384.0,,,
62,667878741721415682,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 ,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2,10,Tedrick,,2015,11,21,https://t.co/LvP1TTYSCN,375.0,113.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature_pinscher,0.106003
63,667885044254572545,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls ,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10,10,Stu,,2015,11,21,https://t.co/7rkYZQdKEd,780.0,449.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,0.0885297
64,667886921285246976,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik ,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11,10,Erik,,2015,11,21,https://t.co/MT7Q4aDQS1,1786.0,1026.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,0.8004319999999999
65,667902449697558528,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with ,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9,10,Cleopatricia,,2015,11,21,https://t.co/sJeHdGUt0W,818.0,360.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,Norwegian_elkhound,0.298881
66,667911425562669056,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 ,https://twitter.com/dog_rates/status/667911425562669056/photo/1,5,10,,,2015,11,21,https://t.co/SyMoWrp368,470.0,282.0,,,
67,667915453470232577,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis ,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10,10,Otis,,2015,11,21,https://t.co/tIaaBIMlJN,199.0,53.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,boxer,0.196655
